,names,style,url,urlHack
12191,Triple Voodoo Inception Belgian Style Ale,Tripel,https://www.beeradvocate.com/beer/profile/25032/67496/,https://www.beeradvocate.com/beer/profile/25032/67496/ 
12192,Monk From The Yunk,Tripel,https://www.beeradvocate.com/beer/profile/695/82740/,https://www.beeradvocate.com/beer/profile/695/82740/ 
12193,Head Trip ,Tripel,https://www.beeradvocate.com/beer/profile/19544/55189/,https://www.beeradvocate.com/beer/profile/19544/55189/ 
12194,Tripel,Tripel,https://www.beeradvocate.com/beer/profile/23737/62677/,https://www.beeradvocate.com/beer/profile/23737/62677/ 
12195,Agnus Triple Ale,Tripel,https://www.beeradvocate.com/beer/profile/41/147884/,https://www.beeradvocate.com/beer/profile/41/147884/ 
12196,Zeezuiper,Tripel,https://www.beeradvocate.com/beer/profile/552/24309/,https://www.beeradvocate.com/beer/profile/552/24309/ 
12197,Trinity Tripel,Tripel,https://www.beeradvocate.com/beer/profile/30949/101709/,https://www.beeradvocate.com/beer/profile/30949/101709/ 
12198,La Fringante,Tripel,https://www.beeradvocate.com/beer/profile/22/3709/,https://www.beeradvocate.com/beer/profile/22/3709/ 
12199,Brimstone,Tripel,https://www.beeradvocate.com/beer/profile/27942/81897/,https://www.beeradvocate.com/beer/profile/27942/81897/ 
12200,Tourist Trappe Belgian-Style Tripel Ale,Tripel,https://www.beeradvocate.com/beer/profile/36536/153254/,https://www.beeradvocate.com/beer/profile/36536/153254/ 
12201,Vivant Tripel,Tripel,https://www.beeradvocate.com/beer/profile/24678/66491/,https://www.beeradvocate.com/beer/profile/24678/66491/ 
12202,Triple D'Anvers,Tripel,https://www.beeradvocate.com/beer/profile/218/62427/,https://www.beeradvocate.com/beer/profile/218/62427/ 
12203,Great Lakes Belgian Tripel Dog Dare,Tripel,https://www.beeradvocate.com/beer/profile/73/65249/,https://www.beeradvocate.com/beer/profile/73/65249/ 
12204,Twenty Knots Belgian Style Tripel Ale,Tripel,https://www.beeradvocate.com/beer/profile/14952/91984/,https://www.beeradvocate.com/beer/profile/14952/91984/ 
12205,MN Tan,Tripel,https://www.beeradvocate.com/beer/profile/18563/50635/,https://www.beeradvocate.com/beer/profile/18563/50635/ 
12206,Golden Tripple,Tripel,https://www.beeradvocate.com/beer/profile/1805/40243/,https://www.beeradvocate.com/beer/profile/1805/40243/ 
12207,Berry Monks,Tripel,https://www.beeradvocate.com/beer/profile/392/255149/,https://www.beeradvocate.com/beer/profile/392/255149/ 
12208,Abbaye Cistercienne Paix-Dieu,Tripel,https://www.beeradvocate.com/beer/profile/2428/65481/,https://www.beeradvocate.com/beer/profile/2428/65481/ 
12209,Tripel,Tripel,https://www.beeradvocate.com/beer/profile/23628/69624/,https://www.beeradvocate.com/beer/profile/23628/69624/ 
12210,Miss Fancy's Tripel,Tripel,https://www.beeradvocate.com/beer/profile/25916/80772/,https://www.beeradvocate.com/beer/profile/25916/80772/ 
12211,Fish Tale Monkfish Belgian-Style Triple,Tripel,https://www.beeradvocate.com/beer/profile/684/8112/,https://www.beeradvocate.com/beer/profile/684/8112/ 
12212,Bolg Belgian Style Tripel (Hobbit Series),Tripel,https://www.beeradvocate.com/beer/profile/684/134741/,https://www.beeradvocate.com/beer/profile/684/134741/ 
12213,Stealth Tripel,Tripel,https://www.beeradvocate.com/beer/profile/1666/5782/,https://www.beeradvocate.com/beer/profile/1666/5782/ 
12214,Marin Tripel Dipsea Belgian Style Ale,Tripel,https://www.beeradvocate.com/beer/profile/812/7495/,https://www.beeradvocate.com/beer/profile/812/7495/ 
12215,La Corne (du Bois Des Pendus) Triple,Tripel,https://www.beeradvocate.com/beer/profile/23981/68246/,https://www.beeradvocate.com/beer/profile/23981/68246/ 
12216,White Birch Tripel,Tripel,https://www.beeradvocate.com/beer/profile/20417/52650/,https://www.beeradvocate.com/beer/profile/20417/52650/ 
12217,Waterloo Tripel 7 Blond,Tripel,https://www.beeradvocate.com/beer/profile/805/43962/,https://www.beeradvocate.com/beer/profile/805/43962/ 
12218,Heen & Weer,Tripel,https://www.beeradvocate.com/beer/profile/11031/44895/,https://www.beeradvocate.com/beer/profile/11031/44895/ 
12219,Island Reserve: Tripel,Tripel,https://www.beeradvocate.com/beer/profile/261/80566/,https://www.beeradvocate.com/beer/profile/261/80566/ 
12220,Millenium Tripel,Tripel,https://www.beeradvocate.com/beer/profile/603/28495/,https://www.beeradvocate.com/beer/profile/603/28495/ 
12221,Tripel Reserve,Tripel,https://www.beeradvocate.com/beer/profile/28609/94410/,https://www.beeradvocate.com/beer/profile/28609/94410/ 
12222,Yard House Belgian Amber Tripel,Tripel,https://www.beeradvocate.com/beer/profile/804/78793/,https://www.beeradvocate.com/beer/profile/804/78793/ 
12223,Finesse,Tripel,https://www.beeradvocate.com/beer/profile/16790/59556/,https://www.beeradvocate.com/beer/profile/16790/59556/ 
12224,Tripel,Tripel,https://www.beeradvocate.com/beer/profile/486/3972/,https://www.beeradvocate.com/beer/profile/486/3972/ 
12225,Buckin' Monk Tripel Ale,Tripel,https://www.beeradvocate.com/beer/profile/751/52634/,https://www.beeradvocate.com/beer/profile/751/52634/ 
12226,Bison Organic Belgian Ale,Tripel,https://www.beeradvocate.com/beer/profile/609/14492/,https://www.beeradvocate.com/beer/profile/609/14492/ 
12227,Fuck Art - Let's Dance!,Tripel,https://www.beeradvocate.com/beer/profile/24299/96857/,https://www.beeradvocate.com/beer/profile/24299/96857/ 
12228,Bees With A Buzz,Tripel,https://www.beeradvocate.com/beer/profile/32893/138688/,https://www.beeradvocate.com/beer/profile/32893/138688/ 
12229,Val-Dieu Bière De Noël,Tripel,https://www.beeradvocate.com/beer/profile/826/2577/,https://www.beeradvocate.com/beer/profile/826/2577/ 
12230,White Birch Barrel Aged Tripel,Tripel,https://www.beeradvocate.com/beer/profile/20417/53541/,https://www.beeradvocate.com/beer/profile/20417/53541/ 
12231,Belgian-Style Tripel,Tripel,https://www.beeradvocate.com/beer/profile/1345/5710/,https://www.beeradvocate.com/beer/profile/1345/5710/ 
12232,Duinen Tripel,Tripel,https://www.beeradvocate.com/beer/profile/180/603/,https://www.beeradvocate.com/beer/profile/180/603/ 
12233,Pilaarbijter (Tripel Ale) Blond (Brass Cap),Tripel,https://www.beeradvocate.com/beer/profile/718/8070/,https://www.beeradvocate.com/beer/profile/718/8070/ 
12234,Honey Crisp,Tripel,https://www.beeradvocate.com/beer/profile/18316/111576/,https://www.beeradvocate.com/beer/profile/18316/111576/ 
12235,Trignac ,Tripel,https://www.beeradvocate.com/beer/profile/212/98431/,https://www.beeradvocate.com/beer/profile/212/98431/ 
12236,Tripel Overhead,Tripel,https://www.beeradvocate.com/beer/profile/21193/58021/,https://www.beeradvocate.com/beer/profile/21193/58021/ 
12237,Bermuda Triangle,Tripel,https://www.beeradvocate.com/beer/profile/15642/38407/,https://www.beeradvocate.com/beer/profile/15642/38407/ 
12238,Tripel Lindy,Tripel,https://www.beeradvocate.com/beer/profile/31805/75837/,https://www.beeradvocate.com/beer/profile/31805/75837/ 
12239,H3 Trippel Belgian Style Ale,Tripel,https://www.beeradvocate.com/beer/profile/26967/83053/,https://www.beeradvocate.com/beer/profile/26967/83053/ 
12240,Bink Tripel,Tripel,https://www.beeradvocate.com/beer/profile/3313/22412/,https://www.beeradvocate.com/beer/profile/3313/22412/ 
12241,Mill Street Betelgeuse,Tripel,https://www.beeradvocate.com/beer/profile/3760/46959/,https://www.beeradvocate.com/beer/profile/3760/46959/ 
12242,Tripel Entendre,Tripel,https://www.beeradvocate.com/beer/profile/25053/74655/,https://www.beeradvocate.com/beer/profile/25053/74655/ 
12243,Here Comes The Sun,Tripel,https://www.beeradvocate.com/beer/profile/26762/218231/,https://www.beeradvocate.com/beer/profile/26762/218231/ 
